t i_frame n_targets next_target tracking_tip_x tracking_tip_y AI_Control UpdatedInput lin1 lin2 lin3 rotDeg1 rotDeg2 rotDeg3 vLin1 vRotRad1 vLin2 vRotRad2 vLin3 vRotRad3 absEncod1 absEncod2 absEncod3 absEncode4 absEncod5 absEncod6 targetCoord_x targetCoord_y 
55.512848 0 1 0 0.43333333333333335 -0.88268156424581 False 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.011111111111111112 0.664804469273743 56.0121721 1 1 0 0.43333333333333335 -0.88268156424581 False 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.011111111111111112 0.664804469273743 56.3086408 2 1 0 0.43333333333333335 -0.88268156424581 False 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.011111111111111112 0.664804469273743 56.6222705 3 1 0 0.43333333333333335 -0.88268156424581 False 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.011111111111111112 0.664804469273743 56.8962341 4 1 0 0.43333333333333335 -0.88268156424581 False 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.011111111111111112 0.664804469273743 57.1826176 5 1 0 0.43333333333333335 -0.88268156424581 False 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.011111111111111112 0.664804469273743 57.4658619 6 1 0 0.43333333333333335 -0.88268156424581 False 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.011111111111111112 0.664804469273743 57.7404321 7 1 0 0.43333333333333335 -0.88268156424581 False 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.011111111111111112 0.664804469273743 58.0147436 8 1 0 0.43333333333333335 -0.88268156424581 False 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.011111111111111112 0.664804469273743 58.305139 9 1 0 0.43333333333333335 -0.88268156424581 False 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.011111111111111112 0.664804469273743 58.6290643 10 1 0 0.43333333333333335 -0.88268156424581 False 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.011111111111111112 0.664804469273743 58.9349391 11 1 0 0.43333333333333335 -0.88268156424581 False 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.011111111111111112 0.664804469273743 59.2110814 12 1 0 0.43333333333333335 -0.88268156424581 False 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
